Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
25.05,50.84,1063,506,12840,19454,938.874,2.01,2.09,13.85,2.16,0.049,1
29.08,40.88,80,400,12788,20665,937.511,1.96,2.03,13.46,2.098,0.047,0
20.43,52.67,296,400,13119,19968,939.383,0.31,0.32,2.15,0.336,0.008,1
13.7,49.64,5,417,12564,19655,939.821,0,0,0,0.003,0.002,0
14.175,51.33,1166,465,12861,19445,938.841,1.76,1.82,12.09,1.885,0.043,1
-8.59,48.13,34,400,13248,20191,939.666,2.31,2.4,15.89,2.477,0.056,1
36.81,15.54,0,1043,13041,20766,930.867,1.16,1.2,7.97,1.243,0.028,1
18.31,56.41,289,400,13113,19969,939.433,0.37,0.38,2.52,0.393,0.009,1
27.12,47.32,1141,400,12910,19448,938.717,2.07,2.16,14.28,2.226,0.05,1
19.16,55.09,189,400,13160,20088,939.63,0.82,0.85,5.61,0.875,0.02,1
52.23,13.71,2097,400,13605,20144,936.667,0.98,1.02,6.78,1.057,0.024,0
28.93,41.19,79,400,12789,20652,937.467,1.49,1.55,10.24,1.597,0.036,0
25.19,44.78,0,400,13260,21197,937.411,1.69,1.75,11.62,1.812,0.041,0
24.458,54.79,43,400,13119,20014,939.609,0.71,0.74,4.9,0.765,0.017,0
-5.01,47.56,54,400,13257,20160,939.658,2.32,2.41,15.95,2.488,0.056,1
15.65,55.24,19,400,13115,19998,939.636,0.65,0.67,4.47,0.696,0.016,0
27.11,47.06,1092,467,12865,19454,938.927,1.62,1.68,11.16,1.74,0.039,1
29.76,39.4,30,400,12843,20751,937.588,1.89,1.96,12.99,2.026,0.046,0
17.014,51.38,1090,400,12919,19457,938.712,1.8,1.87,12.4,1.933,0.044,1
0.601,53.08,151,400,13215,20063,939.667,2.22,2.3,15.25,2.378,0.054,1
16.057,47.81,1205,406,12900,19432,938.739,1.73,1.8,11.9,1.856,0.042,1
15.83,49.92,2,400,13017,19933,939.745,0.31,0.32,2.12,0.331,0.007,0
33.9,52.59,3281,400,13241,19789,936.903,0.89,0.92,6.13,0.955,0.022,0
-5.707,54.82,231,400,13137,20039,939.628,0.48,0.5,3.32,0.518,0.012,1
26.9,48.12,1375,400,12977,19380,938.714,1.69,1.75,11.6,1.809,0.041,1
26.25,46.36,125,401,12779,20592,937.371,1.79,1.86,12.34,1.924,0.043,0
18.229,47.45,18,400,13210,20137,939.624,1.1,1.14,7.55,1.177,0.027,0
27.12,46.87,1071,538,12833,19457,938.889,1.79,1.86,12.34,1.924,0.043,1
24.49,53.8,1212,405,12917,19413,938.696,1.48,1.54,10.21,1.592,0.036,1
27.043,43.79,11,400,12850,20766,937.58,1.78,1.85,12.24,1.909,0.043,0
-4.478,51.32,318,400,13109,19950,939.39,0.3,0.32,2.1,0.327,0.007,1
19.65,52.49,184,400,13156,20078,939.66,0.94,0.98,6.49,1.012,0.023,1
-12.961,53.78,1297,400,13015,19403,938.774,2.03,2.11,13.99,2.181,0.049,1
-3.653,41.61,119,400,12800,20605,937.322,1.71,1.78,11.79,1.839,0.042,0
26.03,47.97,155,424,12770,20573,937.359,1.8,1.87,12.36,1.928,0.044,0
12.267,51.44,1254,425,12872,19428,938.768,1.94,2.02,13.36,2.083,0.047,1
25.67,53.84,1117,400,12924,19446,938.701,1.87,1.94,12.84,2.002,0.045,1
26.96,47.39,1103,536,12831,19451,938.901,2.34,2.43,16.08,2.508,0.057,1
23.62,55.2,778,790,12737,19537,939.169,2.99,3.11,20.59,3.211,0.073,1
26.83,48.11,1113,401,12889,19460,938.793,2.2,2.29,15.15,2.362,0.053,1
-19.834,48.12,1333,400,12980,19398,938.722,1.58,1.64,10.84,1.691,0.038,1
-8.952,50,0,400,13282,20259,939.649,2.27,2.36,15.61,2.434,0.055,1
22.11,49,21,400,13256,20234,939.721,2.6,2.7,17.87,2.787,0.063,1
-4.265,53.02,84,400,13239,20127,939.653,2.44,2.54,16.8,2.619,0.059,1
18.605,48.19,1092,503,12854,19462,938.897,2.03,2.11,13.98,2.181,0.049,1
24.65,53.03,1126,401,12903,19440,938.693,1.34,1.39,9.2,1.435,0.032,1
21.46,53.06,0,400,13279,20246,939.726,2.39,2.48,16.46,2.566,0.058,1
-6.853,51.89,60,400,13237,20158,939.651,2.25,2.34,15.48,2.414,0.055,1
24.3,54.24,1323,403,12971,19404,938.706,1.87,1.95,12.9,2.012,0.045,1
23.51,55.63,778,748,12760,19541,939.156,2.81,2.92,19.36,3.019,0.068,1
2.9,53.42,259,400,13139,19951,939.683,1.42,1.47,9.74,1.519,0.034,1
26.4,50.57,1101,400,12896,19462,938.747,1.91,1.98,13.11,2.045,0.046,1
26.72,48.66,1163,400,12910,19436,938.701,1.68,1.74,11.56,1.803,0.041,1
22.02,57.28,787,942,12654,19537,939.138,2.26,2.34,15.52,2.42,0.055,1
20.178,47.65,1138,564,12826,19451,938.969,2.01,2.09,13.83,2.157,0.049,1
26.402,54.7,0,400,12922,19879,939.793,0.16,0.17,1.11,0.173,0.004,0
24.57,53,1180,537,12834,19428,938.898,1.65,1.72,11.38,1.775,0.04,1
13.548,44.29,0,400,13129,20986,937.454,2.02,2.1,13.93,2.172,0.049,0
26.18,52.21,1094,400,12913,19452,938.716,1.68,1.74,11.55,1.801,0.041,1
20.94,46.24,140,400,13163,20044,939.632,0.85,0.88,5.84,0.911,0.021,0
26.64,48.84,1293,400,12962,19404,938.719,1.93,2.01,13.31,2.076,0.047,1
23.45,42.55,0,400,13406,20165,931.201,57.11,60.99,388.88,63.27,2.991,0
-4.577,54.4,330,400,13091,19924,939.373,0.27,0.28,1.88,0.293,0.007,1
26.02,48.19,155,426,12773,20568,937.358,1.63,1.69,11.2,1.747,0.039,0
27.02,46.71,1126,400,12995,19450,938.696,2.56,2.66,17.61,2.746,0.062,1
22.014,54.11,38,400,13129,20018,939.63,0.62,0.64,4.25,0.663,0.015,0
14.353,48.01,188,400,13098,20951,937.006,1.64,1.7,11.29,1.761,0.04,0
20.9,51.02,231,400,13144,20041,939.55,0.45,0.47,3.09,0.482,0.011,1
-4.092,50.07,270,400,13124,19989,939.428,0.48,0.5,3.32,0.517,0.012,1
17.109,47.12,1073,493,12859,19459,938.908,2.06,2.14,14.2,2.215,0.05,1
19.023,47.84,990,563,12829,19471,938.992,1.93,2,13.26,2.068,0.047,1
-4.997,62.47,638,573,12854,19616,939.204,3.13,3.25,21.55,3.36,0.076,1
13.304,49.65,1063,400,12900,19466,938.762,2.1,2.18,14.46,2.254,0.051,1
-13.391,52.21,1350,400,12994,19394,938.756,1.48,1.54,10.18,1.587,0.036,1
19.868,53.16,1128,573,12825,19454,938.983,2.33,2.42,16.02,2.498,0.056,1
18.938,43.11,208,430,12774,20522,937.35,1.76,1.83,12.1,1.887,0.043,0
30.01,38.57,9,415,12861,20780,937.587,2.04,2.12,14.03,2.188,0.049,0
-19.12,47.89,1320,407,12970,19394,938.741,2.01,2.09,13.85,2.16,0.049,1
26.98,47.73,1153,401,12903,19442,938.748,1.48,1.54,10.19,1.59,0.036,1
16.845,47.49,1088,477,12863,19460,938.909,1.53,1.59,10.51,1.638,0.037,1
26.54,49.3,1287,400,12993,19407,938.824,1.71,1.78,11.78,1.838,0.042,1
26.96,47.87,1136,400,12928,19448,938.724,1.85,1.93,12.76,1.989,0.045,1
18.444,48.14,1289,426,12915,19408,938.703,1.55,1.61,10.69,1.667,0.038,1
-14.898,53.42,1287,400,12973,19409,938.731,1.87,1.94,12.86,2.005,0.045,1
57.91,11.16,11104,400,13167,19307,936.709,19.38,20.13,133.37,20.797,0.47,0
-8.652,54.18,36,400,13240,20171,939.668,2.31,2.4,15.89,2.478,0.056,1
-9.269,48.68,21,400,13260,20237,939.721,2.63,2.73,18.1,2.822,0.064,1
18.76,55.37,236,400,13138,20038,939.608,0.69,0.72,4.77,0.744,0.017,1
26.95,47.85,1176,403,12929,19430,938.747,1.62,1.68,11.16,1.741,0.039,1
27.05,47.2,1163,510,12846,19435,938.896,1.93,2.01,13.31,2.076,0.047,1
18.808,51.19,1025,570,12820,19473,939.027,1.86,1.93,12.82,1.999,0.045,1
24.82,52.31,1186,438,12872,19443,938.835,1.98,2.06,13.64,2.127,0.048,1
3.856,51.44,323,400,13107,19883,939.68,1.37,1.42,9.44,1.472,0.033,1
5.507,47.27,1325,410,12955,19402,938.707,1.96,2.03,13.48,2.102,0.047,1
20.8,51.86,374,400,13051,19889,939.254,0.31,0.32,2.15,0.335,0.008,1
-8.381,46.96,117,401,12780,20621,937.487,1.98,2.06,13.63,2.125,0.048,0
8.893,60.46,0,400,13299,20256,939.683,2.57,2.67,17.68,2.758,0.062,1
26.753,55.74,12,400,13070,19952,939.709,0.39,0.4,2.68,0.418,0.009,0
21.41,45.25,159,400,13161,20017,939.669,0.85,0.89,5.88,0.917,0.021,0
28.21,44.52,201,413,12775,20527,937.356,1.67,1.73,11.48,1.79,0.04,0
19.09,48.66,63,400,13125,19996,939.567,0.73,0.76,5.02,0.783,0.018,0
20.489,52,1199,400,12920,19425,938.68,1.67,1.73,11.48,1.79,0.04,1
20.94,50.04,289,400,13123,19981,939.428,0.48,0.49,3.27,0.51,0.012,1
-18.42,49.33,1362,400,12965,19389,938.732,1.69,1.76,11.66,1.819,0.041,1
-14.792,20.11,60000,16472,11054,15812,936.805,8334.5,15389.98,40451.86,16994.852,6735.492,0
16.225,47.22,1128,470,12857,19449,938.933,2.26,2.35,15.55,2.425,0.055,1
22.14,49.03,134,400,13218,20085,939.697,1.66,1.73,11.45,1.786,0.04,1
27.09,47.44,1241,406,12921,19418,938.666,1.79,1.86,12.33,1.923,0.043,1
3.221,50.8,291,400,13147,19928,939.668,1.4,1.46,9.67,1.507,0.034,1
1.846,41.79,76,400,12792,20685,937.547,2.12,2.21,14.61,2.278,0.051,0
-1.155,52.31,135,400,13223,20084,939.639,2.02,2.1,13.91,2.168,0.049,1
24.58,53.23,1375,417,12964,19389,938.756,1.97,2.05,13.58,2.117,0.048,1
20.57,42.34,0,3388,12457,19744,931.208,1.57,1.97,10.01,2.084,0.357,0
11.212,52.69,1350,421,12988,19397,938.834,2.02,2.09,13.87,2.163,0.049,1
-4.416,47.38,116,410,12779,20605,937.374,1.98,2.05,13.6,2.121,0.048,0
26.99,47.44,1078,450,12867,19458,938.847,1.9,1.98,13.1,2.043,0.046,1
24.82,52.35,1203,420,12902,19421,938.702,1.83,1.9,12.6,1.965,0.044,1
24.31,53.17,1132,627,12801,19447,939.048,1.9,1.98,13.1,2.043,0.046,1
21.38,53.63,36,400,13270,20183,939.683,2.1,2.18,14.44,2.252,0.051,1
22.32,48.39,41,400,13245,20179,939.691,1.69,1.76,11.66,1.818,0.041,1
21.42,49.48,190,400,13154,20072,939.621,0.75,0.78,5.17,0.806,0.018,1
8.056,62.93,195,400,13186,20013,939.693,2.13,2.21,14.63,2.281,0.052,1
26.98,47.62,1113,409,12903,19449,938.707,1.61,1.67,11.09,1.73,0.039,1
20.232,52.85,1184,529,12829,19420,938.898,1.66,1.72,11.43,1.782,0.04,1
21.81,50.47,41,400,13251,20213,939.75,2.23,2.32,15.38,2.398,0.054,1
18.578,47.49,1147,508,12846,19446,938.878,1.91,1.99,13.16,2.052,0.046,1
25.88,47.66,76,400,12790,20644,937.466,1.81,1.88,12.47,1.944,0.044,0
11.994,45.39,162,400,13158,20011,939.646,0.93,0.96,6.38,0.995,0.022,0
25.13,49.28,1124,605,12805,19446,939.006,2.01,2.09,13.85,2.16,0.049,1
20.3,53.76,265,400,13146,19960,939.678,1.37,1.42,9.4,1.466,0.033,1
20.83,51.23,350,400,13070,19908,939.293,0.29,0.3,2,0.312,0.007,1
19.4,55.85,99,400,13213,20169,939.637,1.95,2.03,13.43,2.094,0.047,1
24.43,53.63,1109,444,12870,19451,938.808,2,2.08,13.78,2.149,0.049,1
12.038,43,0,400,13364,21201,937.452,1.63,1.69,11.21,1.748,0.039,0
-13.451,21.31,60000,15267,11122,16018,936.845,10403.35,14836.53,61482.03,15982.668,4161.961,0
26.92,47.67,1115,435,12872,19451,938.831,2.07,2.15,14.26,2.224,0.05,1
46.46,29.5,60000,4394,11757,17340,936.879,786.32,816.96,5411.94,843.928,19.061,0
-3.682,57.67,791,922,12658,19529,939.135,2.28,2.37,15.67,2.443,0.055,1
26.88,47.28,1096,606,12813,19456,939.037,2.14,2.22,14.72,2.295,0.052,1
-21.646,54.21,1385,406,12970,19386,938.747,1.62,1.68,11.14,1.737,0.039,1
24.8,52.38,1138,419,12878,19435,938.762,1.68,1.74,11.54,1.8,0.041,1
14.62,55,27,400,13071,19945,939.708,0.4,0.42,2.77,0.432,0.01,0
24.51,53.3,1377,431,12937,19383,938.665,2.08,2.16,14.32,2.233,0.05,1
27.14,47.02,1090,466,12858,19451,938.932,1.65,1.72,11.39,1.776,0.04,1
16.14,55.26,0,400,13085,19973,939.729,0.52,0.54,3.59,0.56,0.013,0
24.69,52.66,1138,509,12847,19449,938.902,2.31,2.4,15.87,2.475,0.056,1
19.448,47.43,20,400,13207,20137,939.62,0.84,0.87,5.76,0.898,0.02,0
39.02,39.13,8775,400,12912,19411,936.893,0.67,0.7,4.64,0.724,0.016,0
22.56,54.79,699,774,12741,19553,939.16,2.82,2.93,19.42,3.029,0.068,1
25.98,53.29,1105,400,12936,19449,938.705,1.9,1.97,13.06,2.037,0.046,1
12.03,47.74,1153,406,12879,19438,938.774,1.73,1.8,11.91,1.857,0.042,1
28.43,42.89,72,400,12793,20667,937.496,2.09,2.17,14.39,2.244,0.051,0
-6.321,54.75,213,400,13141,20048,939.613,0.6,0.63,4.16,0.649,0.015,1
26.95,47.86,1182,400,12921,19432,938.688,1.39,1.44,9.56,1.49,0.034,1
27.14,47.13,1074,421,12882,19461,938.825,1.54,1.6,10.58,1.649,0.037,1
17.141,47.82,1212,407,12934,19439,938.732,1.65,1.72,11.36,1.772,0.04,1
26.99,37.95,14879,13084,11898,17865,931.117,7099.87,7657.64,48159.14,7956.238,445.004,1
12.104,53.61,1168,428,12866,19441,938.823,1.46,1.51,10.02,1.562,0.035,1
-7.352,55.18,202,400,13155,20074,939.634,0.81,0.84,5.54,0.864,0.02,1
-5.035,58.86,618,550,12868,19635,939.189,2.39,2.48,16.45,2.566,0.058,1
25.98,47.38,80,400,12788,20641,937.433,1.62,1.69,11.17,1.742,0.039,0
25,50.79,1362,413,12943,19381,938.704,2.03,2.11,13.98,2.18,0.049,1
16.244,52.17,1050,400,12914,19461,938.748,1.53,1.59,10.55,1.645,0.037,1
28.21,38.57,0,400,13265,21261,937.461,1.74,1.8,11.94,1.863,0.042,0
20.68,62.91,751,824,12726,19548,939.153,2.36,2.45,16.21,2.528,0.057,1
-8.292,47.61,1289,400,12959,19395,938.708,2.47,2.56,16.98,2.647,0.06,1
24.733,39.45,46,424,12858,20746,937.616,2.24,2.33,15.43,2.406,0.054,0
21.33,51.49,149,400,13184,20120,939.67,0.97,1.01,6.68,1.041,0.024,1
29.72,39.2,49,429,12850,20747,937.613,2.32,2.41,15.96,2.488,0.056,0
16.47,54.04,83,400,13110,19978,939.617,0.98,1.02,6.78,1.057,0.024,0
16.38,44.04,86,408,12820,20672,937.518,2.18,2.27,15.03,2.344,0.053,0
59.32,11.83,60000,7606,11490,16925,936.752,1133.54,1338.11,7398.69,1408.421,183.178,0
21.26,50.21,202,400,13150,20062,939.608,0.77,0.8,5.33,0.832,0.019,1
-7.546,52.38,1337,414,12955,19384,938.718,2.37,2.46,16.29,2.541,0.057,1
14.38,54.68,0,400,12951,19895,939.761,0.22,0.23,1.52,0.237,0.005,0
26.94,47.86,1159,406,12902,19434,938.716,1.87,1.95,12.89,2.01,0.045,1
57.89,11.14,12057,400,13129,19245,936.716,13.85,14.39,95.31,14.862,0.336,0
13.58,46.54,39,400,13261,21120,937.08,1.85,1.92,12.7,1.981,0.045,0
20.67,64.77,202,400,13188,20014,939.695,2.36,2.45,16.24,2.533,0.057,1
17.92,51.33,1220,400,12999,19419,938.861,1.87,1.94,12.87,2.007,0.045,1
17.44,47.54,1097,487,12855,19457,938.911,1.82,1.89,12.53,1.954,0.044,1
21.97,49.78,164,400,13213,20056,939.654,2.3,2.39,15.86,2.474,0.056,1
6.52,48.46,160,436,12772,20566,937.316,1.95,2.03,13.45,2.097,0.047,0
25.05,50.95,1117,447,12871,19451,938.811,1.83,1.9,12.61,1.967,0.044,1
12.517,47.69,1120,400,12886,19446,938.747,1.97,2.05,13.56,2.115,0.048,1
19.43,55.78,110,400,13217,20163,939.637,1.99,2.07,13.73,2.14,0.048,1
26.4,48.96,1021,605,12817,19471,939.059,2,2.07,13.74,2.143,0.048,1
15.007,47.65,1207,502,12847,19424,938.897,2.12,2.2,14.56,2.271,0.051,1
3.391,47.88,163,433,12770,20552,937.319,2.06,2.14,14.15,2.207,0.05,0
-6.416,50.02,206,400,13149,20061,939.594,0.57,0.59,3.93,0.612,0.014,1
13.63,49.67,16,408,12536,19619,939.778,0.04,0.13,0.01,0.148,0.09,0
26.63,45.31,85,404,12783,20648,937.508,2.16,2.24,14.85,2.315,0.052,0
-5.635,53.69,212,400,13152,20061,939.622,0.48,0.5,3.33,0.52,0.012,1
-4.081,51,276,400,13124,19979,939.432,0.51,0.53,3.49,0.545,0.012,1
-5.113,59.76,597,536,12876,19653,939.241,2.43,2.53,16.74,2.611,0.059,1
15.21,50.84,0,400,12977,19909,939.791,0.09,0.1,0.64,0.099,0.002,0
35.81,20.14,490,12405,11911,19497,931.025,104.95,109.04,722.36,112.643,2.544,1
26.2,50.9,1042,570,12826,19474,938.982,2.18,2.26,14.98,2.336,0.053,1
7.662,51.07,1009,637,12810,19481,939.075,2.38,2.47,16.37,2.553,0.058,1
26.9,47.77,1130,457,12867,19452,938.868,1.91,1.98,13.14,2.049,0.046,1
-4.975,50.72,337,400,13092,19922,939.307,0.28,0.29,1.95,0.304,0.007,1
26.35,49.86,1153,400,13044,19444,938.749,2.02,2.1,13.89,2.167,0.049,1
17.979,50.4,1076,597,12814,19456,939.018,2.07,2.15,14.23,2.22,0.05,1
13.241,39.11,0,400,13416,21377,937.415,1.52,1.58,10.49,1.635,0.037,0
25.72,49.02,153,424,12772,20571,937.349,1.43,1.48,9.82,1.532,0.035,0
0.237,53.3,1346,404,12956,19400,938.676,2.08,2.16,14.34,2.236,0.051,1
15.383,49.09,117,400,13174,20063,939.639,1,1.04,6.87,1.072,0.024,0
20.794,52.84,1038,535,12837,19469,938.922,2.07,2.16,14.28,2.227,0.05,1
27.05,47.25,1109,460,12864,19453,938.909,1.63,1.7,11.23,1.751,0.04,1
18.27,57.76,360,400,13059,19904,939.243,0.51,0.53,3.51,0.548,0.012,1
27.06,47.11,1151,513,12845,19445,938.892,1.76,1.83,12.13,1.891,0.043,1
26.32,51.39,1186,400,12929,19436,938.701,1.5,1.56,10.32,1.609,0.036,1
46.84,26.07,10389,400,12847,19293,936.882,0.59,0.61,4.05,0.632,0.014,0
27.27,39.43,0,400,13434,21376,937.386,1.61,1.67,11.09,1.73,0.039,0
7.339,46.67,1097,400,12991,19452,938.696,2.53,2.63,17.43,2.717,0.061,1
13.25,54.39,28,400,12989,19902,939.771,0.15,0.16,1.03,0.161,0.004,0
25.64,51.22,938,665,12797,19496,939.068,2.18,2.26,14.98,2.336,0.053,1
-4.487,50.4,317,400,13109,19944,939.386,0.37,0.38,2.55,0.397,0.009,1
26.691,44.49,33,400,12836,20748,937.595,2.16,2.24,14.87,2.318,0.052,0
25.44,50.19,875,689,12782,19504,939.067,2.29,2.38,15.77,2.459,0.056,1
-4.553,43.89,92,412,12777,20633,937.397,1.89,1.97,13.03,2.031,0.046,0
24.75,52.68,1168,402,12899,19436,938.7,1.41,1.46,9.7,1.513,0.034,1
18.966,52.68,1178,525,12840,19434,938.912,1.83,1.9,12.57,1.96,0.044,1
28.75,41.6,105,400,12798,20621,937.338,1.76,1.83,12.14,1.894,0.043,0
-4.538,50.46,1346,415,12950,19380,938.699,1.64,1.71,11.31,1.763,0.04,1
40.4,37.06,8130,400,12975,19436,936.887,0.47,0.49,3.22,0.502,0.011,0
26.748,43.51,45,411,12841,20740,937.559,1.91,1.98,13.14,2.05,0.046,0
-4.619,59.28,720,693,12779,19553,939.153,2.21,2.3,15.22,2.373,0.054,1
-18.797,53.52,1360,402,12971,19395,938.746,1.91,1.99,13.17,2.053,0.046,1
25.86,47.81,161,413,12781,20566,937.342,1.93,2.01,13.29,2.073,0.047,0
14.94,55,0,400,13095,19992,939.718,0.55,0.58,3.82,0.596,0.013,0
18.717,48.74,49,400,13184,20108,939.597,0.84,0.87,5.75,0.896,0.02,0
12.048,46.89,78,453,12784,20683,937.523,2.22,2.31,15.27,2.382,0.054,0
24.34,54.26,1383,415,12976,19381,938.684,1.86,1.93,12.77,1.992,0.045,1
24.65,50.91,1094,650,12789,19461,939.075,2.08,2.16,14.3,2.23,0.05,1
26.84,48.08,1341,400,12969,19394,938.736,1.95,2.03,13.45,2.098,0.047,1
19.736,46.84,1172,514,12840,19441,938.849,2.09,2.17,14.4,2.245,0.051,1
-4.119,49.83,296,400,13119,19972,939.423,0.41,0.43,2.82,0.44,0.01,1
26.153,42.33,19,400,12865,20765,937.571,2.17,2.25,14.9,2.324,0.052,0
11.085,42.24,161,431,12770,20558,937.328,2.05,2.13,14.1,2.199,0.05,0
-12.815,49.42,1161,400,13046,19437,938.757,2.01,2.09,13.86,2.161,0.049,1
-8.166,48.03,1352,401,12954,19386,938.708,2.42,2.51,16.62,2.592,0.059,1
26.6,49.2,1207,400,12920,19432,938.676,1.55,1.61,10.65,1.66,0.038,1
-19.777,47.81,1310,400,12980,19400,938.721,1.65,1.72,11.38,1.775,0.04,1
22.39,53.56,300,400,13125,19916,939.684,1.44,1.49,9.9,1.543,0.035,1
15.848,51.22,1143,480,12859,19449,938.913,1.54,1.6,10.63,1.657,0.037,1
20.817,47.53,1013,527,12846,19475,938.937,2.08,2.16,14.29,2.229,0.05,1
20.614,52.84,1050,555,12835,19455,938.966,1.96,2.03,13.46,2.1,0.047,1
-5.213,53.72,388,400,12985,19869,939.21,0.49,0.51,3.39,0.528,0.012,1
-4.232,41.19,151,400,12782,20569,937.433,1.62,1.69,11.17,1.742,0.039,0
25.26,49.72,1214,422,12890,19425,938.732,1.66,1.72,11.41,1.78,0.04,1
24.9,51.58,1379,414,12962,19386,938.707,1.96,2.04,13.52,2.108,0.048,1
12.291,47.25,1172,433,12870,19438,938.831,1.97,2.04,13.53,2.11,0.048,1
-9.273,46.99,90,400,12777,20635,937.456,2.19,2.27,15.04,2.345,0.053,0
17.958,52.92,1143,402,12910,19441,938.721,1.69,1.76,11.65,1.816,0.041,1
11.734,50.76,164,400,13150,20007,939.668,0.87,0.91,6.01,0.936,0.021,0
0.605,43.92,84,407,12778,20668,937.561,2.09,2.17,14.37,2.24,0.051,0
18.996,51.89,1172,520,12850,19444,938.874,2,2.08,13.76,2.146,0.048,1
13.525,47.29,1097,446,12862,19457,938.814,1.75,1.82,12.04,1.877,0.042,1
14.672,47.69,1138,400,12900,19442,938.793,1.87,1.94,12.86,2.005,0.045,1
13.419,53.26,1138,400,12892,19444,938.756,1.68,1.75,11.58,1.806,0.041,1
-13.483,48.32,1350,401,12960,19383,938.742,2.18,2.26,14.98,2.336,0.053,1
24.54,52.08,1040,630,12810,19468,939.09,1.95,2.03,13.42,2.093,0.047,1
20.835,53.1,1099,553,12839,19456,938.908,1.7,1.77,11.72,1.827,0.041,1
-4.903,51.31,335,400,13091,19936,939.356,0.47,0.48,3.2,0.499,0.011,1
26.36,48.63,981,634,12810,19488,939.069,1.99,2.07,13.69,2.134,0.048,1
9.289,50.4,1107,663,12798,19460,939.071,2.07,2.15,14.26,2.224,0.05,1
24.58,51.17,1059,670,12786,19456,939.077,2.29,2.38,15.76,2.457,0.055,1
19.92,53.75,64,400,13247,20158,939.674,2.3,2.38,15.8,2.463,0.056,1
-4.694,53.22,259,400,13122,20006,939.503,0.46,0.48,3.17,0.494,0.011,1
19.47,49.06,8,400,13157,20059,939.631,1.07,1.11,7.38,1.151,0.026,0
10.88,56.5,16,408,12536,19628,939.804,0.03,0.09,0.05,0.099,0.057,0
-4.091,49.8,278,400,13120,19988,939.435,0.46,0.47,3.15,0.491,0.011,1
24.51,53.42,1337,403,12958,19396,938.724,1.89,1.96,13,2.026,0.046,1
20.519,53.06,1113,534,12836,19447,938.893,1.96,2.03,13.47,2.1,0.047,1
-4.689,53.99,268,400,13121,20005,939.505,0.47,0.49,3.24,0.506,0.011,1
12.993,50.61,1136,400,12891,19455,938.774,1.6,1.66,10.98,1.712,0.039,1
24.55,53.31,1138,419,12872,19440,938.788,1.77,1.83,12.15,1.895,0.043,1
-9.027,51.74,30,400,13251,20226,939.686,2.46,2.56,16.95,2.643,0.06,1
-2.861,47.26,132,400,13216,20085,939.646,2.15,2.23,14.77,2.304,0.052,1
-7.726,55.63,181,400,13165,20083,939.649,0.78,0.81,5.37,0.837,0.019,1
40.18,15.1,381,6270,12174,19730,930.904,1.45,1.51,9.98,1.557,0.035,1
20.96,50.2,323,400,13099,19945,939.377,0.4,0.41,2.73,0.426,0.01,1
5.746,44.79,170,449,12763,20551,937.302,1.99,2.07,13.72,2.139,0.048,0
19.989,47.79,1138,515,12848,19450,938.869,1.7,1.76,11.69,1.822,0.041,1
26.92,47.71,1101,467,12865,19453,938.889,1.89,1.96,13,2.026,0.046,1
-8.25,50.85,152,400,13186,20117,939.707,1.15,1.2,7.94,1.238,0.028,1
-21.261,47.69,1354,402,12971,19390,938.747,2.19,2.28,15.08,2.352,0.053,1
-4.46,51.55,274,400,13119,19991,939.5,0.39,0.41,2.69,0.42,0.009,1
24.47,53.49,1157,422,12874,19437,938.819,1.8,1.87,12.38,1.931,0.044,1
38.93,38.98,7884,400,12995,19462,936.897,0.37,0.38,2.53,0.394,0.009,0
15.39,55.74,27,400,13107,20001,939.672,0.59,0.62,4.09,0.638,0.014,0
19.987,40.27,47,400,12832,20713,937.509,2.11,2.19,14.52,2.264,0.051,0
15.634,13.06,14056,452,12786,19062,936.873,1.02,1.06,7.03,1.096,0.025,0
-7.084,51.75,185,400,13155,20074,939.634,0.81,0.84,5.59,0.872,0.02,1
26.175,53.82,34,400,13085,19972,939.701,0.57,0.59,3.91,0.61,0.014,0
2.288,54.63,937,671,12781,19494,939.068,2.45,2.55,16.87,2.631,0.059,1
12.814,53,1166,408,12885,19438,938.762,1.86,1.93,12.8,1.997,0.045,1
27.18,44.05,67,441,12855,20725,937.585,2.4,2.5,16.54,2.58,0.058,0
-4.126,54.03,262,400,13134,20006,939.488,0.37,0.38,2.54,0.396,0.009,1
26.91,48.07,1226,401,12930,19409,938.721,1.48,1.54,10.19,1.59,0.036,1
1.822,47.23,149,400,13216,20069,939.655,1.59,1.65,10.95,1.708,0.039,1
15.356,45.52,198,417,12771,20519,937.418,1.31,1.36,9.02,1.407,0.032,0
27.05,47.45,1074,400,12908,19459,938.722,2.11,2.19,14.54,2.267,0.051,1
17.119,47.23,1046,481,12859,19465,938.901,2.03,2.11,13.96,2.178,0.049,1
54.48,12.52,2302,400,13597,20089,936.704,0.85,0.89,5.87,0.916,0.021,0
20.206,47.14,1084,559,12832,19459,938.964,1.88,1.95,12.95,2.019,0.046,1
28.02,46.04,12,400,12854,20760,937.562,2.03,2.11,14,2.182,0.049,0
26.9,54.51,16,400,12969,19900,939.767,0.17,0.18,1.17,0.183,0.004,0
-4.191,54.02,284,400,13111,19974,939.479,0.55,0.57,3.8,0.592,0.013,1
20.189,47.43,1092,561,12836,19459,938.964,1.9,1.98,13.09,2.042,0.046,1
